record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 2529,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8435,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5344,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22769,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28132,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8212,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27679,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4904,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9579,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4870,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27552,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9605,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21517,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18662,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8159,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24329,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14212,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15998,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20750,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19187,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29298,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28806,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9331,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19123,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14001,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 698,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14207,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3352,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5733,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17590,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18878,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2982,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1270,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2391,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26598,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21847,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29581,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18277,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17213,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22379,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28186,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14040,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3153,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29463,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7304,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18838,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21336,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17904,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15232,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18159,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12643,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28844,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29620,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27160,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4774,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15121,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29487,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29261,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23349,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11173,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2215,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8443,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 13021,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10948,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22163,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1520,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17446,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1539,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26010,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6598,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2637,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20737,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29142,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22330,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19319,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5454,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15372,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29073,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15691,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18841,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 304,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19527,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12532,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19274,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21580,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29149,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11413,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9944,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27204,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 825,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27752,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5250,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29683,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 749,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21264,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8652,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2308,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20784,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18716,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17131,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11158,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2191,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12118,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 883,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 21467,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26101,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 18961,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26466,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26352,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26823,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16588,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12526,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15990,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19519,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24127,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22084,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16455,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 762,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16570,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17837,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 4194,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7908,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5678,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26572,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15397,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8361,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25603,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15529,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20213,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24405,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20498,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22126,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28218,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6926,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20155,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3799,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15164,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29902,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25618,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8634,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10764,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6673,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11146,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2451,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27585,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5855,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19287,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1657,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23995,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27594,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25171,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28973,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3156,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5865,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24420,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24902,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26652,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15327,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14589,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17043,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17926,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8667,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 2177,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22169,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20070,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7678,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5355,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22312,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11929,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 17434,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7805,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23891,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10141,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 20947,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 16817,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6652,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27269,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9984,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 1396,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10499,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10962,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29228,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 3736,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8057,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 19256,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 15438,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8630,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25855,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23358,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 14554,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25647,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 121,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29954,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26979,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 22317,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
